###### Generated by WW-DHSVM -- edit with care ######
# Generated: September 23, 2026 05:18 PM
#                   Segment  Cut/Bank     Cut     Segment
#  Col  Row  ID      Length   Height     Width     Aspect   SINK?
#                     (m)      (m)        (m)       (d)    (optional)
#
   65     8     1     33.0175     0.1503    0.9967   195.0531
   65     9     1     33.0175     0.1503    0.9967   196.8799
   53    10     2     37.8772     0.1500    0.7239   168.6202
   65    10     1     33.0175     0.1503    0.9967   197.2079
   54    11     2     37.8772     0.1500    0.7239   180.5076
   64    11     1     33.0175     0.1503    0.9967   165.3200
   54    12     2     37.8772     0.1500    0.7239   166.1704
   64    12     1     33.0175     0.1503    0.9967   172.6016
   55    13     2     37.8772     0.1500    0.7239   162.6774
   64    13     1     33.0175     0.1503    0.9967   183.2839
   56    14     2     37.8772     0.1500    0.7239   164.2456
   57    14     3     33.9894     0.1500    0.7239   183.0842
   63    14     1     33.0175     0.1503    0.9967   168.2060
   57    15     2     37.8772     0.1500    0.7239   166.3962
   58    15     3     33.9894     0.1500    0.7239   186.7637
   63    15     1     33.0175     0.1503    0.9967   180.7759
   58    16     4     33.9894     0.1503    0.9967   176.3926
   63    16     1     33.0175     0.1503    0.9967   190.8358
   31    17     5     33.9894     0.1500    0.7239   176.3730
   59    17     4     33.9894     0.1503    0.9967   185.8616
   62    17     1     33.0175     0.1503    0.9967   176.5306
   31    18     5     33.9894     0.1500    0.7239   177.7634
   59    18     4     33.9894     0.1503    0.9967   176.5629
   62    18     1     33.0175     0.1503    0.9967   181.6827
   31    19     5     33.9894     0.1500    0.7239   176.2632
   60    19     4     33.9894     0.1503    0.9967   182.8764
   61    19     1     33.0175     0.1503    0.9967   184.0779
   65    19     6     33.9894     0.1500    0.7239   253.7322
   66    19     6     33.9894     0.1500    0.7239   266.3052
   67    19     6     33.9894     0.1500    0.7239   263.7087
   68    19     6     33.9894     0.1500    0.7239   257.3004
   69    19     6     33.9894     0.1500    0.7239   252.2244
   27    20     7     37.2292     0.1500    0.7239   100.3336
   31    20     5     33.9894     0.1500    0.7239   165.8392
   60    20     8     32.0455     0.1859    1.3709   177.6549
   64    20     6     33.9894     0.1500    0.7239   256.6826
   28    21     7     37.2292     0.1500    0.7239    83.0001
   29    21     7     37.2292     0.1500    0.7239    89.9396
   30    21     7     37.2292     0.1500    0.7239   102.1534
   32    21     5     33.9894     0.1500    0.7239   183.1295
   60    21     8     32.0455     0.1859    1.3709   168.4721
   63    21     6     33.9894     0.1500    0.7239   236.6752
   31    22     7     37.2292     0.1500    0.7239   101.7847
   32    22     5     33.9894     0.1500    0.7239   150.7151
   61    22     8     32.0455     0.1859    1.3709   182.8592
   62    22     6     33.9894     0.1500    0.7239   216.6293
   32    23     7     37.2292     0.1500    0.7239   113.3870
   33    23     5     33.9894     0.1500    0.7239   161.1820
   45    23     9     31.5881     0.1859    1.3709    84.9202
   46    23     9     31.5881     0.1859    1.3709    78.4886
   47    23     9     31.5881     0.1859    1.3709    79.6683
   48    23     9     31.5881     0.1859    1.3709    84.5620
   49    23     9     31.5881     0.1859    1.3709    89.2103
   50    23     9     31.5881     0.1859    1.3709    92.6290
   51    23     9     31.5881     0.1859    1.3709    94.2680
   52    23     9     31.5881     0.1859    1.3709    95.9747
   53    23     9     31.5881     0.1859    1.3709   103.9532
   61    23    10     30.4904     0.2299    1.8856   180.6885
   33    24     7     37.2292     0.1500    0.7239   120.9470
   34    24     5     33.9894     0.1500    0.7239   162.3881
   54    24     9     31.5881     0.1859    1.3709    64.5731
   55    24     9     31.5881     0.1859    1.3709    74.7531
   56    24     9     31.5881     0.1859    1.3709    86.5329
   57    24     9     31.5881     0.1859    1.3709   100.8752
   58    24     9     31.5881     0.1859    1.3709   119.6716
   61    24    10     30.4904     0.2299    1.8856   178.3539
   34    25     7     37.2292     0.1500    0.7239   126.4484
   35    25     5     33.9894     0.1500    0.7239   167.0583
   59    25     9     31.5881     0.1859    1.3709    85.5396
   61    25    10     30.4904     0.2299    1.8856   169.0207
   35    26     7     37.2292     0.1500    0.7239   138.5998
   36    26     5     33.9894     0.1500    0.7239   177.0141
   60    26     9     31.5881     0.1859    1.3709    92.8845
   61    26    10     30.4904     0.2299    1.8856   142.9179
   36    27    11     39.8211     0.1859    1.3709   160.5587
   61    27     9     31.5881     0.1859    1.3709   126.5286
   62    27    10     30.4904     0.2299    1.8856   222.9973
   10    28    12     32.3565     0.1503    0.9967    90.1389
   11    28    12     32.3565     0.1503    0.9967    89.8146
   12    28    12     32.3565     0.1503    0.9967    92.5003
   13    28    12     32.3565     0.1503    0.9967    93.9190
   14    28    12     32.3565     0.1503    0.9967    95.8230
   15    28    12     32.3565     0.1503    0.9967   102.0490
   16    28    12     32.3565     0.1503    0.9967   108.5401
   37    28    11     39.8211     0.1859    1.3709   186.4416
   62    28    13     32.0455     0.2843    2.5936   204.5876
   17    29    12     32.3565     0.1503    0.9967    88.0592
   18    29    12     32.3565     0.1503    0.9967    99.0219
   38    29    11     39.8211     0.1859    1.3709   174.2670
   62    29    13     32.0455     0.2843    2.5936   173.8096
   19    30    12     32.3565     0.1503    0.9967    88.9401
   20    30    12     32.3565     0.1503    0.9967    97.5463
   21    30    12     32.3565     0.1503    0.9967   115.8584
   39    30    11     39.8211     0.1859    1.3709   173.4558
   62    30    13     32.0455     0.2843    2.5936   135.5196
   22    31    12     32.3565     0.1503    0.9967    74.6357
   23    31    12     32.3565     0.1503    0.9967    91.8454
   24    31    12     32.3565     0.1503    0.9967   113.1822
   40    31    11     39.8211     0.1859    1.3709   174.1421
   63    31    13     32.0455     0.2843    2.5936   195.5046
   25    32    12     32.3565     0.1503    0.9967    74.7253
   26    32    12     32.3565     0.1503    0.9967    90.7764
   27    32    12     32.3565     0.1503    0.9967   107.7591
   41    32    11     39.8211     0.1859    1.3709   173.6937
   63    32    13     32.0455     0.2843    2.5936   133.1176
   28    33    12     32.3565     0.1503    0.9967    76.4047
   29    33    12     32.3565     0.1503    0.9967    90.8656
   30    33    12     32.3565     0.1503    0.9967   118.2776
   42    33    11     39.8211     0.1859    1.3709   172.2950
   64    33    13     32.0455     0.2843    2.5936   213.1721
   31    34    12     32.3565     0.1503    0.9967   100.9272
   43    34    11     39.8211     0.1859    1.3709   158.3271
   64    34    13     32.0455     0.2843    2.5936   167.0594
   72    34    14     39.8211     0.1500    0.7239   200.9858
   32    35    12     32.3565     0.1503    0.9967    88.7717
   33    35    12     32.3565     0.1503    0.9967   107.3015
   44    35    11     39.8211     0.1859    1.3709   145.0373
   64    35    13     32.0455     0.2843    2.5936   119.5862
   71    35    14     39.8211     0.1500    0.7239   189.6823
   34    36    12     32.3565     0.1503    0.9967    99.3625
   38    36    16     31.0736     0.2299    1.8856   106.0104
   39    36    15     29.8239     0.2299    1.8856   103.1155
   40    36    15     29.8239     0.2299    1.8856   109.1114
   45    36    11     39.8211     0.1859    1.3709   134.7588
   64    36    13     32.0455     0.2843    2.5936   114.0838
   70    36    14     39.8211     0.1500    0.7239   199.0823
   27    37    19     32.0455     0.1500    0.7239   110.3708
   28    37    19     32.0455     0.1500    0.7239    88.7872
   29    37    19     32.0455     0.1500    0.7239    74.7345
   30    37    19     32.0455     0.1500    0.7239    79.9154
   31    37    19     32.0455     0.1500    0.7239    93.9331
   34    37    19     32.0455     0.1500    0.7239    95.5996
   35    37    16     31.0736     0.2299    1.8856    91.0976
   36    37    16     31.0736     0.2299    1.8856    87.9133
   37    37    16     31.0736     0.2299    1.8856    73.8062
   38    37    21     39.8211     0.1500    0.7239    55.9821
   41    37    15     29.8239     0.2299    1.8856    54.9836
   42    37    15     29.8239     0.2299    1.8856    68.0573
   43    37    15     29.8239     0.2299    1.8856    78.0298
   44    37    15     29.8239     0.2299    1.8856    86.6244
   45    37    15     29.8239     0.2299    1.8856    97.0360
   46    37    17     32.6935     0.2843    2.5936   108.2183
